,RECORD_TYPE,DATA_SOURCE,RECORD_ID,Loan_Range,BUSINESS_NAME_ORG,BUSINESS_ADDR_LINE1,BUSINESS_ADDR_CITY,BUSINESS_ADDR_STATE,BUSINESS_ADDR_POSTAL_CODE,NAICS_Code,Business_Type,OwnedByRaceEthnicity,OwnedBy,OwnedByVeteran,NonProfit,JobsReported,DateApproved,Lender,CD
1918,ORGANIZATION,PPP_LOANS,11730,"e $150,000-350,000","DAMAJ HORIZON VIEW MEDICAL CENTER, PC",301 TUDOR ROSE CT,LAS VEGAS,NV,89145,621111.0,Corporation,Unanswered,Unanswered,Unanswered,,18.0,05/03/2020,"Bank of America, National Association",NV-01
3054,ORGANIZATION,PPP_LOANS,15681,"e $150,000-350,000",SH AND SK INC.,5115 Spring Mt. Rd 117,Las Vegas,NV,89146,722511.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,66.0,06/19/2020,"Citibank, N.A.",NV-01
2672,ORGANIZATION,PPP_LOANS,13155,"e $150,000-350,000",NATIONAL LEGAL ADVISOR IN CARE,5588 S Fort Apache Rd,LAS VEGAS,NV,89148,541199.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,19.0,05/15/2020,Lexicon Bank,NV-03
2084,ORGANIZATION,PPP_LOANS,11965,"e $150,000-350,000",FAUZIA CARULLO MD PROF CORP,2901 N TENAYA WAY STE 210,LAS VEGAS,NV,89128,,Limited  Liability Company(LLC),Unanswered,Female Owned,Unanswered,,13.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-01
812,ORGANIZATION,PPP_LOANS,8809,"d $350,000-1 million",GIRISGEN & KOPOLOW O.D.P.C.,4045 SPENCER STREET,LAS VEGAS,NV,89119,621320.0,Subchapter S Corporation,Unanswered,Unanswered,Unanswered,,109.0,04/27/2020,Stearns Bank National Association,NV-01
3318,ORGANIZATION,PPP_LOANS,16335,"e $150,000-350,000","TYLER SPRING VALLEY, LLC",7155 S Rainbow Blvd,LAS VEGAS,NV,89118,721110.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,74.0,04/14/2020,KeyBank National Association,NV-03
3284,ORGANIZATION,PPP_LOANS,16223,"e $150,000-350,000",TOMPKINS & PETERS CPAS PROFESSIONAL CORPORATION,"1880 E. Warm Springs Road, Suite 115",LAS VEGAS,NV,89119,541211.0,Subchapter S Corporation,Unanswered,Male Owned,Unanswered,,16.0,04/15/2020,"Zions Bank, A Division of",NV-01
1670,ORGANIZATION,PPP_LOANS,11222,"e $150,000-350,000","BAKER LAW OFFICES, P.C.",500 S 8TH ST,LAS VEGAS,NV,89101,541110.0,Subchapter S Corporation,Unanswered,Male Owned,Non-Veteran,,13.0,04/16/2020,Western Alliance Bank,NV-01
439,ORGANIZATION,PPP_LOANS,7859,c $1-2 million,"VEGAS.COM, LLC",7150 S Tenaya Way,LAS VEGAS,NV,89113,561599.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,119.0,05/27/2020,"Bank of America, National Association",NV-03
1738,ORGANIZATION,PPP_LOANS,11314,"e $150,000-350,000",BOOMER NATURALS INC,8670 W Cheyenne Ave,Las Vegas,NV,89129,446199.0,Corporation,Unanswered,Unanswered,Unanswered,,34.0,04/14/2020,Cross River Bank,NV-04
170,ORGANIZATION,PPP_LOANS,7502,b $2-5 million,SOLOTECH US CORPORATION,7465 DEAN MARTIN DR,LAS VEGAS,NV,89139,334310.0,Corporation,Unanswered,Unanswered,Unanswered,,169.0,04/29/2020,City National Bank of Florida,NV-03
1728,ORGANIZATION,PPP_LOANS,11304,"e $150,000-350,000",BLUEBERRY HILL RESTAURANT & BAKERY LLC,4875 FLAMINGO RD W,LAS VEGAS,NV,89103,722511.0,Sole Proprietorship,Unanswered,Unanswered,Unanswered,,50.0,04/13/2020,"U.S. Bank, National Association",NV-01
889,ORGANIZATION,PPP_LOANS,9331,"d $350,000-1 million",INFO-TECH RESEARCH GROUP INC.,3960 Howard Hughes Parkway,LAS VEGAS,NV,89169,541519.0,Corporation,Unanswered,Unanswered,Unanswered,,,04/30/2020,"TD Bank, National Association",NV-01
2012,ORGANIZATION,PPP_LOANS,11887,"e $150,000-350,000",EHB COMPANIES LLC,1215 S. Fort Apache Road Ste. 120,LAS VEGAS,NV,89117,551112.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,16.0,04/15/2020,"Zions Bank, A Division of",NV-03
423,ORGANIZATION,PPP_LOANS,7843,c $1-2 million,"TICI, LLC","3291 E Warm Springs Rd, Ste 400",LAS VEGAS,NV,89120,722511.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,270.0,04/14/2020,"Zions Bank, A Division of",NV-03
1070,ORGANIZATION,PPP_LOANS,9617,"d $350,000-1 million","MY NEXT CAREER PATH STAFFING, LLC","6871 S Eastern Ave, Suite 103",LAS VEGAS,NV,89119,561311.0,Limited  Liability Company(LLC),Black or African American,Male Owned,Unanswered,,89.0,04/10/2020,"Zions Bank, A Division of",NV-01
2951,ORGANIZATION,PPP_LOANS,15542,"e $150,000-350,000",RESTORATIONS SERVICES LLC,3508 W Post Rd Ste A,Las Vegas,NV,89118,524128.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,16.0,04/29/2020,WebBank,NV-03
1461,ORGANIZATION,PPP_LOANS,10629,"d $350,000-1 million","WRAP TECHNOLOGIES, INC.",4620 ARVILLE ST STE E,LAS VEGAS,NV,89103,335999.0,Corporation,Unanswered,Unanswered,Unanswered,,24.0,05/03/2020,"Bank of America, National Association",NV-01
179,ORGANIZATION,PPP_LOANS,7516,b $2-5 million,TEAM FORD LLC,5445 Drexel Rd,Las Vegas,NV,89130,441110.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,171.0,05/03/2020,"Bank of America, National Association",NV-04
567,ORGANIZATION,PPP_LOANS,8150,"d $350,000-1 million","BON BREADS BAKING CO., INC.",4690 W TECO AVE,LAS VEGAS,NV,89118,311812.0,Corporation,Unanswered,Male Owned,Non-Veteran,,97.0,05/01/2020,"JPMorgan Chase Bank, National Association",NV-03
2575,ORGANIZATION,PPP_LOANS,12990,"e $150,000-350,000",MARTIN GARAGE DOORS OF NEVADA LLC,6667 SCHUSTER ST,LAS VEGAS,NV,89118,238130.0,Limited  Liability Company(LLC),Unanswered,Male Owned,Non-Veteran,,14.0,05/03/2020,"U.S. Bank, National Association",NV-03
1399,ORGANIZATION,PPP_LOANS,10493,"d $350,000-1 million",TRILOGY MOUNTAIN STATES,7365 Prairie Falcon Rd Suite 140,Las Vegas,NV,89128,621999.0,Limited  Liability Company(LLC),Unanswered,Unanswered,Unanswered,,27.0,05/03/2020,"Zions Bank, A Division of",NV-01
1546,ORGANIZATION,PPP_LOANS,10857,"e $150,000-350,000",ADVENTURES INTERNATIONAL LLC,4030 SOUTH JONES BLVD # 30206,LAS VEGAS,NV,89173,561599.0,Corporation,Unanswered,Unanswered,Unanswered,,0.0,05/01/2020,"Wells Fargo Bank, National Association",NV-01
3304,ORGANIZATION,PPP_LOANS,16280,"e $150,000-350,000",TRT DEFENSE,6576 TURINA RD,LAS VEGAS,NV,89146,561612.0,Corporation,Unanswered,Unanswered,Unanswered,,40.0,05/05/2020,Cross River Bank,NV-01
682,ORGANIZATION,PPP_LOANS,8311,"d $350,000-1 million",DC BUILDING GROUP LLC,101 E WARM SPRINGS RD,LAS VEGAS,NV,89119,236220.0,Limited  Liability Company(LLC),White,Male Owned,Unanswered,,35.0,04/06/2020,First Savings Bank,NV-01
